query,topIntent,conversationName,description,answer,enabled,intentAnnotations,exampleDataAnnotations
Retail - Can I view all kinds of deposits and certificates in different currencies?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.type.cert.deposit.differ.currenc.view,FAQ: Retail - Can all types of certificates/deposits in different currencies be viewed?,,"Yes, log in and click on ""Accounts” then “Certificates/Deposits Details” from the side menu.",TRUE,,
Retail - Can all types of certificates/deposits in different currencies be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.type.cert.deposit.differ.currenc.view,FAQ: Retail - Can all types of certificates/deposits in different currencies be viewed?,,"Yes, log in and click on ""Accounts” then “Certificates/Deposits Details” from the side menu.",TRUE,,
Corp - Can I use Al Ahly Mobile application to conduct financial transactions for companies?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.us.carri.financi.transact.corp.custom,FAQ: Corp -  Can Al Ahly Mobile be used in carrying out the financial transactions of a corporate customer?,,"Yes, it can be used.",TRUE,,
Corp - Can Al Ahly Mobile be used in carrying out the financial transactions of a corporate customer?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.us.carri.financi.transact.corp.custom,FAQ: Corp -  Can Al Ahly Mobile be used in carrying out the financial transactions of a corporate customer?,,"Yes, it can be used.",TRUE,,
Corp - What are the ways to receive the card after issuance?,ANS.FAQs.corp.credit.cards.card.receiv.issuanc,FAQ: Corp - How can the card be received after issuance?,,The card can be received through the courier or at the branch.,TRUE,,
Corp - How can the card be received after issuance?,ANS.FAQs.corp.credit.cards.card.receiv.issuanc,FAQ: Corp - How can the card be received after issuance?,,The card can be received through the courier or at the branch.,TRUE,,
Corp - What is the fee for balance inquiry from local bank machines?,ANS.FAQs.corp.debit.cards.balanc.inquiri.fee.atm.local.bank,FAQ: Corp - How much is the balance inquiry fee from ATMs of other local banks?,,EGP 1.5/inquiry.,TRUE,,
Corp - How much is the balance inquiry fee from ATMs of other local banks?,ANS.FAQs.corp.debit.cards.balanc.inquiri.fee.atm.local.bank,FAQ: Corp - How much is the balance inquiry fee from ATMs of other local banks?,,EGP 1.5/inquiry.,TRUE,,
Corp - How much is the card renewal fee?,ANS.FAQs.corp.debit.cards.card.renew.fee,FAQ: Corp - Debit Card - How much is the card renewal fee?,,The card renewal fee is EGP 50 p.a.,TRUE,,
Corp - What are the card renewal fees?,ANS.FAQs.corp.debit.cards.card.renew.fee,FAQ: Corp - Debit Card - How much is the card renewal fee?,,The card renewal fee is EGP 50 p.a.,TRUE,,
Corp - What is the maximum number of users for a single corporate customer?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.max.number.user.singl.corp.custom,FAQ: Corp -  What is the maximum number of users for a single corporate customer?,,There is no maximum limit for the number of corporate users including makers and checkers.,TRUE,,
Corp - What is the maximum number of users per company?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.max.number.user.singl.corp.custom,FAQ: Corp -  What is the maximum number of users for a single corporate customer?,,There is no maximum limit for the number of corporate users including makers and checkers.,TRUE,,
How can I link any card issued by the bank to the wallet?,ANS.FAQs.alAhlyPhoneCash.link.card.wallet,FAQ: How can I link any NBE card to the wallet?,,"Click ""My wallet"" tab from the application, click ""My cards"", then click on the plus ""+"" icon and insert your NBE card details.",TRUE,,
How can I link any NBE card to the wallet?,ANS.FAQs.alAhlyPhoneCash.link.card.wallet,FAQ: How can I link any NBE card to the wallet?,,"Click ""My wallet"" tab from the application, click ""My cards"", then click on the plus ""+"" icon and insert your NBE card details.",TRUE,,
Corp - Can the card be used for online purchases?,ANS.FAQs.corp.debit.cards.card.us.onlin.shop,FAQ: Corp - Can the card be used for online shopping?,,"Yes, the card can be used for online shopping inside Egypt.",TRUE,,
Corp - Can the card be used for online shopping?,ANS.FAQs.corp.debit.cards.card.us.onlin.shop,FAQ: Corp - Can the card be used for online shopping?,,"Yes, the card can be used for online shopping inside Egypt.",TRUE,,
How can I apply for a personal loan?,ANS.FAQs.personal.loan.appli,FAQ: How can I apply for a personal loan?,,"To apply for a personal loan, you can visit the nearest NBE branch or use our NBE e-channels.",TRUE,,
How can I apply for personal finance?,ANS.FAQs.personal.loan.appli,FAQ: How can I apply for a personal loan?,,"To apply for a personal loan, you can visit the nearest NBE branch or use our NBE e-channels.",TRUE,,
Retail - Can financial transactions be printed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.financi.transact.print,FAQ: Retail - Can financial transactions be printed?,,"Yes, you can print and save a statement of the account activity in PDF format.",TRUE,,
Retail - Can I print the financial transactions of the accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.financi.transact.print,FAQ: Retail - Can financial transactions be printed?,,"Yes, you can print and save a statement of the account activity in PDF format.",TRUE,,
What is the maximum age when financing is due?,ANS.FAQs.personal.loan.max.ag.matur,FAQ: What is the maximum age at loan maturity?,,60 years at loan maturity and may extend to 65 years according to the customer's segment.,TRUE,,
What is the maximum age at loan maturity?,ANS.FAQs.personal.loan.max.ag.matur,FAQ: What is the maximum age at loan maturity?,,60 years at loan maturity and may extend to 65 years according to the customer's segment.,TRUE,,
Corp - What is the grace period for the card?,ANS.FAQs.corp.credit.cards.card.grace.period,FAQ: Corp - What is the card grace period?,,The grace period is up to 55 days for purchases only.,TRUE,,
Corp - What is the card grace period?,ANS.FAQs.corp.credit.cards.card.grace.period,FAQ: Corp - What is the card grace period?,,The grace period is up to 55 days for purchases only.,TRUE,,
"Corp - I do not have an investment funds account, how can I create an account?",ANS.FAQs.alAhlyNet.nbe.mobile.corp.not.mutual.fund.acc.account.creat,"FAQ: Corp - I do not have a mutual fund account, how can an account be created?",,"You can create an investment account for the first time by selecting ""Mutual Funds"", clicking on ""Place Orders"" then ""Purchase Mutual Funds"" to be directed to the page of opening investment accounts in order to select the accounts to be linked to the investment account.",TRUE,,
"Corp - I do not have a mutual fund account, how can an account be created?",ANS.FAQs.alAhlyNet.nbe.mobile.corp.not.mutual.fund.acc.account.creat,"FAQ: Corp - I do not have a mutual fund account, how can an account be created?",,"You can create an investment account for the first time by selecting ""Mutual Funds"", clicking on ""Place Orders"" then ""Purchase Mutual Funds"" to be directed to the page of opening investment accounts in order to select the accounts to be linked to the investment account.",TRUE,,
What are the advantages that the merchant gets from subscribing to Al-Ahly Shopping service?,ANS.FAQs.alAhlyE-Shopping.benefit.obtain.merchant.when.subscrib,FAQ: Benefits obtained by the merchant when subscribing to Al Ahly e-Shopping,,"Installments: this service allows NBE credit card holders to pay for their purchases in installments over specific periods determined by the merchant in agreement with the Bank.

 Merchant gateway allows the merchant to check all the details of the transactions made via the e-payment gateway.

Receive daily statements of the transaction made on the merchant's account.

Successful settlement of the transactions executed via the e-payment gateway in 48 hours.",TRUE,,
Benefits obtained by the merchant when subscribing to Al Ahly e-Shopping,ANS.FAQs.alAhlyE-Shopping.benefit.obtain.merchant.when.subscrib,FAQ: Benefits obtained by the merchant when subscribing to Al Ahly e-Shopping,,"Installments: this service allows NBE credit card holders to pay for their purchases in installments over specific periods determined by the merchant in agreement with the Bank.

 Merchant gateway allows the merchant to check all the details of the transactions made via the e-payment gateway.

Receive daily statements of the transaction made on the merchant's account.

Successful settlement of the transactions executed via the e-payment gateway in 48 hours.",TRUE,,
Retail - Is it possible to display all types of loans?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.type.loan.displai,FAQ: Retail - Can all types of loans be displayed?,,"Yes, by logging in then going to the menu>Accounts>Loans and Finances",TRUE,,
Retail - Can all types of loans be displayed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.type.loan.displai,FAQ: Retail - Can all types of loans be displayed?,,"Yes, by logging in then going to the menu>Accounts>Loans and Finances",TRUE,,
Can debit cards be used for government payments?,ANS.FAQs.debit.cards.us.govern.payment,FAQ: Can debit cards be used for government payments?,,"Yes, government payments can be made through debit cards.",TRUE,,
Can a debit card be used for government payments?,ANS.FAQs.debit.cards.us.govern.payment,FAQ: Can debit cards be used for government payments?,,"Yes, government payments can be made through debit cards.",TRUE,,
Retail - When is the card deactivated?,ANS.FAQs.credit.cards.ret.when.card.deactiv,FAQ: Retail - When is the card deactivated?,,When the customer fails to make the required minimum payment for two consecutive months. The card shall be reactivated within 24 working hours after the total minimum payment is made by the customer.,TRUE,,
Retail - When is the use of the card stopped?,ANS.FAQs.credit.cards.ret.when.card.deactiv,FAQ: Retail - When is the card deactivated?,,When the customer fails to make the required minimum payment for two consecutive months. The card shall be reactivated within 24 working hours after the total minimum payment is made by the customer.,TRUE,,
Retail - Can I open an account via Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.open.acc,FAQ: Retail - Can I open an account via Al Ahly Net/NBE Mobile?,,"Yes, you can open a new sub-account as long as you do not have the same type of account in the same currency. Your personal information must also be updated. In case a message indicating that your personal information expired is displayed, refer to the branch to update your information.",TRUE,,
Retail - Can I open an account through Al-Ahly Net and Mobile Banking?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.open.acc,FAQ: Retail - Can I open an account via Al Ahly Net/NBE Mobile?,,"Yes, you can open a new sub-account as long as you do not have the same type of account in the same currency. Your personal information must also be updated. In case a message indicating that your personal information expired is displayed, refer to the branch to update your information.",TRUE,,
Corp - Can I print the financial transactions of the accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.financi.transact.print,FAQ: Corp -  Can financial transactions be printed?,,"Yes, the account activity can be printed and saved in PDF, CSV & MT940 formats for corporate customers.",TRUE,,
Corp - Can financial transactions be printed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.financi.transact.print,FAQ: Corp -  Can financial transactions be printed?,,"Yes, the account activity can be printed and saved in PDF, CSV & MT940 formats for corporate customers.",TRUE,,
Corp - Does Al Ahly Mobile application support Android and IOS systems?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.app.support.android.io.oper.system,FAQ: Corp -  Is Al Ahly Mobile application supported by Android and IOS mobile operating systems?,,"Yes, the application is supported by Android 9 and later versions and IOS 11 and later versions.",TRUE,,
Corp - Is Al Ahly Mobile application supported by Android and IOS mobile operating systems?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.app.support.android.io.oper.system,FAQ: Corp -  Is Al Ahly Mobile application supported by Android and IOS mobile operating systems?,,"Yes, the application is supported by Android 9 and later versions and IOS 11 and later versions.",TRUE,,
Corp - Does the Al-Ahly Mobile application support Android and IOS systems?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.app.support.android.io.oper.system,FAQ: Corp -  Is Al Ahly Mobile application supported by Android and IOS mobile operating systems?,,"Yes, the application is supported by Android 9 and later versions and IOS 11 and later versions.",TRUE,,
Retail - Can I purchase a certificate or link a deposit through the service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.cert.deposit.open,FAQ: Retail - Can certificates/deposits be opened via the service?,,"Yes, certificates/deposits can be opened via Al Ahly Net/NBE Mobile. Click on the menu ""Accounts”, “Certificates/Deposits”, then click on ""Open Certificates/Deposits”",TRUE,,
Retail - Can certificates/deposits be opened via the service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.cert.deposit.open,FAQ: Retail - Can certificates/deposits be opened via the service?,,"Yes, certificates/deposits can be opened via Al Ahly Net/NBE Mobile. Click on the menu ""Accounts”, “Certificates/Deposits”, then click on ""Open Certificates/Deposits”",TRUE,,
Retail - How do I know the credit limit of my card?,ANS.FAQs.credit.cards.ret.know.card.limit,FAQ: Retail - How can I know my card credit limit?,,"Once you receive your credit card, you can know your credit limit by asking any customer service representative (CSR) at any NBE branch, contacting our call center or through your Al Ahly Net/NBE Mobile.",TRUE,,
Retail - How can I know my card credit limit?,ANS.FAQs.credit.cards.ret.know.card.limit,FAQ: Retail - How can I know my card credit limit?,,"Once you receive your credit card, you can know your credit limit by asking any customer service representative (CSR) at any NBE branch, contacting our call center or through your Al Ahly Net/NBE Mobile.",TRUE,,
How to qualify for Platinum status?,ANS.FAQs.alAhlyPlatinum.services.qualifi.segment,FAQ: How to qualify to Platinum segment?,,"Simply maintain with NBE a balance equal or above EGP 1,500,000 (or equivalent in any foreign currency).",TRUE,,
How to qualify to Platinum segment?,ANS.FAQs.alAhlyPlatinum.services.qualifi.segment,FAQ: How to qualify to Platinum segment?,,"Simply maintain with NBE a balance equal or above EGP 1,500,000 (or equivalent in any foreign currency).",TRUE,,
How can AlAhli points be exchanged for electronic vouchers?,ANS.FAQs.alAhlyPoints.redeem.e.voucher,FAQ: How can I redeem my AL-AHLY Points to e-vouchers?,,"To redeem your points online, log on to www.alahlypoints.com and redeem directly online. 
To redeem over the phone, contact our call center on 19623 and request a redemption of your AL-AHLY Points.",TRUE,,
How can I redeem my AL-AHLY Points to e-vouchers?,ANS.FAQs.alAhlyPoints.redeem.e.voucher,FAQ: How can I redeem my AL-AHLY Points to e-vouchers?,,"To redeem your points online, log on to www.alahlypoints.com and redeem directly online. 
To redeem over the phone, contact our call center on 19623 and request a redemption of your AL-AHLY Points.",TRUE,,
Is transferring the salary obligatory to get a personal loan?,ANS.FAQs.personal.loan.transfer.salari.obligatori,FAQ: Is transferring the salary obligatory to get a personal loan?,,"There are various Personal Loan programs (with salary/installment transfer- without salary/installment transfer- business owners and self-employed- pensioners). 
For more information, Click here.",TRUE,,
Is salary transfer to the bank mandatory to obtain personal finance?,ANS.FAQs.personal.loan.transfer.salari.obligatori,FAQ: Is transferring the salary obligatory to get a personal loan?,,"There are various Personal Loan programs (with salary/installment transfer- without salary/installment transfer- business owners and self-employed- pensioners). 
For more information, Click here.",TRUE,,
How can the card be used?,ANS.FAQs.al.ahly.payroll.card.program.us,FAQ: How can the card be used?,,The card can be used for cash withdrawal and purchases inside Egypt.,TRUE,,
How to use the card,ANS.FAQs.al.ahly.payroll.card.program.us,FAQ: How can the card be used?,,The card can be used for cash withdrawal and purchases inside Egypt.,TRUE,,
How to review sales movements,ANS.FAQs.pos.transact.review,FAQ: How can transactions be reviewed?,,A statement of the daily transactions shall be sent to the merchant's approved e-mail at the day following the transaction date.,TRUE,,
How can transactions be reviewed?,ANS.FAQs.pos.transact.review,FAQ: How can transactions be reviewed?,,A statement of the daily transactions shall be sent to the merchant's approved e-mail at the day following the transaction date.,TRUE,,
Retail - What services are available for the security token machine?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.action.avail.hard.token,FAQ: Retail - What are the actions available for the hard token?,,"You can activate, refresh and deactivate the hard token.",TRUE,,
Retail - What are the actions available for the hard token?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.action.avail.hard.token,FAQ: Retail - What are the actions available for the hard token?,,"You can activate, refresh and deactivate the hard token.",TRUE,,
Retail - Can I modify or stop standing instructions that have been created?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.stand.instruct.modifi.stop,FAQ: Retail - Can standing instructions be modified or stopped?,,"Yes, you can stop standing instructions but you cannot modify them.",TRUE,,
Retail - Can I modify or discontinue a standing instruction that has been created?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.stand.instruct.modifi.stop,FAQ: Retail - Can standing instructions be modified or stopped?,,"Yes, you can stop standing instructions but you cannot modify them.",TRUE,,
Retail - Can standing instructions be modified or stopped?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.stand.instruct.modifi.stop,FAQ: Retail - Can standing instructions be modified or stopped?,,"Yes, you can stop standing instructions but you cannot modify them.",TRUE,,
Retail - Can I apply for Al Ahly Bank of Egypt products?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.appli.product,FAQ: Retail - Can I apply for NBE’s products?,,"Yes, you can apply for a personal or auto loan/credit card via Al Ahly Net/NBE Mobile after completing and uploading all required documents.",TRUE,,
Retail - Can I apply for NBE’s products?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.appli.product,FAQ: Retail - Can I apply for NBE’s products?,,"Yes, you can apply for a personal or auto loan/credit card via Al Ahly Net/NBE Mobile after completing and uploading all required documents.",TRUE,,
How can I subscribe to AL Ahly PhoneCash?,ANS.FAQs.alAhlyPhoneCash.subscrib,FAQ: How can I subscribe to AL Ahly PhoneCash?,,"For NBE customers, you can subscribe by visiting the nearest NBE branch or through NBE website (through self-services/Phone Cash self-registration). 

Non-NBE customers can subscribe to Al Ahly PhoneCash via any NBE branch or e-branch.",TRUE,,
How can I subscribe to Al Ahly Phone Cash wallet?,ANS.FAQs.alAhlyPhoneCash.subscrib,FAQ: How can I subscribe to AL Ahly PhoneCash?,,"For NBE customers, you can subscribe by visiting the nearest NBE branch or through NBE website (through self-services/Phone Cash self-registration). 

Non-NBE customers can subscribe to Al Ahly PhoneCash via any NBE branch or e-branch.",TRUE,,
Retail - Can I remove a category which classifies a transaction?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.remov.categori.classifi.transact,FAQ: Retail - Can I remove a category which classifies a transaction?,,You may not delete the classification but you can modify the category and reclassify the transaction.,TRUE,,
Retail - Can I delete the classified category of a transaction?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.remov.categori.classifi.transact,FAQ: Retail - Can I remove a category which classifies a transaction?,,You may not delete the classification but you can modify the category and reclassify the transaction.,TRUE,,
How can I apply for a corporate current account?,NBE.Core.Accounts,Accounts,,,TRUE,,
What are the benefits of a retail savings account?,NBE.Core.Accounts,Accounts,,,TRUE,,
Can I receive my bank statements online?,NBE.Core.Accounts,Accounts,,,TRUE,,
What is the minimum balance for a corporate current account?,NBE.Core.Accounts,Accounts,,,TRUE,,
I want to know about the accounts,NBE.Core.Accounts,Accounts,,,TRUE,,
What are the features of a retail current account?,NBE.Core.Accounts,Accounts,,,TRUE,,
Can I link my corporate current account to other accounts or services?,NBE.Core.Accounts,Accounts,,,TRUE,,
Can I open a retail current account online?,NBE.Core.Accounts,Accounts,,,TRUE,,
What is the process for closing a corporate current account?,NBE.Core.Accounts,Accounts,,,TRUE,,
How can I deposit money into my retail savings account?,NBE.Core.Accounts,Accounts,,,TRUE,,
account types,NBE.Core.Accounts,Accounts,,,TRUE,,
How often are my bank statements delivered through the e-statement service?,NBE.Core.Accounts,Accounts,,,TRUE,,
Is there a fee for using the bank's e-statement service?,NBE.Core.Accounts,Accounts,,,TRUE,,
What are the benefits of opening a retail current account?,NBE.Core.Accounts,Accounts,,,TRUE,,
Is there an online application to open a bank account?,NBE.Core.Accounts,Accounts,,,TRUE,,
Is there any maintenance charge for a retail current account?,NBE.Core.Accounts,Accounts,,,TRUE,,
What is the interest rate offered on a retail current account?,NBE.Core.Accounts,Accounts,,,TRUE,,
What are the requirements to open a bank account online?,NBE.Core.Accounts,Accounts,,,TRUE,,
Can I print my bank statements from the e-statement service?,NBE.Core.Accounts,Accounts,,,TRUE,,
What documents are required to open a retail current account?,NBE.Core.Accounts,Accounts,,,TRUE,,
What is the minimum balance required for a retail current account?,NBE.Core.Accounts,Accounts,,,TRUE,,
How do I check my retail savings account balance?,NBE.Core.Accounts,Accounts,,,TRUE,,
Can I open a bank account without going to the bank?,NBE.Core.Accounts,Accounts,,,TRUE,,
How can I withdraw money from my retail savings account?,NBE.Core.Accounts,Accounts,,,TRUE,,
What is the interest rate for a retail savings account?,NBE.Core.Accounts,Accounts,,,TRUE,,
what accounts do you have,NBE.Core.Accounts,Accounts,,,TRUE,,
What are the requirements to open a corporate current account?,NBE.Core.Accounts,Accounts,,,TRUE,,
Can I link my retail current account with other accounts?,NBE.Core.Accounts,Accounts,,,TRUE,,
What do I do if I don't receive my bank statement through the e-statement service?,NBE.Core.Accounts,Accounts,,,TRUE,,
Are there any transaction limits on a corporate current account?,NBE.Core.Accounts,Accounts,,,TRUE,,
Can I open multiple corporate current accounts?,NBE.Core.Accounts,Accounts,,,TRUE,,
Is it possible to open a bank account remotely?,NBE.Core.Accounts,Accounts,,,TRUE,,
Are there any fees for a retail savings account?,NBE.Core.Accounts,Accounts,,,TRUE,,
How do I open a bank account without going to a branch?,NBE.Core.Accounts,Accounts,,,TRUE,,
How do I add or remove authorized signatories on a corporate current account?,NBE.Core.Accounts,Accounts,,,TRUE,,
I'm interested in signing up for the bank's e-statement service. Can you tell me more about it?,NBE.Core.Accounts,Accounts,,,TRUE,,
Can I open a retail savings account online?,NBE.Core.Accounts,Accounts,,,TRUE,,
How can I stop receiving paper bank statements and switch to the e-statement service?,NBE.Core.Accounts,Accounts,,,TRUE,,
How do I open a retail savings account?,NBE.Core.Accounts,Accounts,,,TRUE,,
What are the requirements for opening a retail savings account?,NBE.Core.Accounts,Accounts,,,TRUE,,
How can I check my retail current account balance?,NBE.Core.Accounts,Accounts,,,TRUE,,
How can I enroll in the bank's e-statement service for my account?,NBE.Core.Accounts,Accounts,,,TRUE,,
How do I view my bank statements online?,NBE.Core.Accounts,Accounts,,,TRUE,,
Can I open a bank account from my mobile phone?,NBE.Core.Accounts,Accounts,,,TRUE,,
How do I open a bank account online?,NBE.Core.Accounts,Accounts,,,TRUE,,
available accounts,NBE.Core.Accounts,Accounts,,,TRUE,,
Can I link my retail savings account to my other accounts?,NBE.Core.Accounts,Accounts,,,TRUE,,
accounts,NBE.Core.Accounts,Accounts,,,TRUE,,
What is the interest rate on a corporate current account?,NBE.Core.Accounts,Accounts,,,TRUE,,
How can I open a retail current account?,NBE.Core.Accounts,Accounts,,,TRUE,,
How can I access my corporate current account online?,NBE.Core.Accounts,Accounts,,,TRUE,,
How can I get support if I have issues with my corporate current account?,NBE.Core.Accounts,Accounts,,,TRUE,,
What are the steps to open a bank account online?,NBE.Core.Accounts,Accounts,,,TRUE,,
What are the fees for a corporate current account?,NBE.Core.Accounts,Accounts,,,TRUE,,
Can I access my past bank statements through the e-statement service?,NBE.Core.Accounts,Accounts,,,TRUE,,
Can I open a bank account from home?,NBE.Core.Accounts,Accounts,,,TRUE,,
What do I need to open a bank account online?,NBE.Core.Accounts,Accounts,,,TRUE,,
what is the commission deducted for sale transactions?,ANS.FAQs.pos.commiss.deduct.sale.transact,FAQ: what is the commission deducted for sale transactions?,,Commission is determined as per the nature of the business activity.,TRUE,,
What is the commission rate deducted from sales transactions?,ANS.FAQs.pos.commiss.deduct.sale.transact,FAQ: what is the commission deducted for sale transactions?,,Commission is determined as per the nature of the business activity.,TRUE,,
Corp - What happens if I entered the security code device PIN incorrectly?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.happen.hard.token.pin.code.enter.incorrectli,FAQ: Corp - What happens if the hard token PIN code is entered incorrectly?,,The hard taken will be suspended and may be activated again through the nearest branch.,TRUE,,
Corp - What happens if the hard token PIN code is entered incorrectly?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.happen.hard.token.pin.code.enter.incorrectli,FAQ: Corp - What happens if the hard token PIN code is entered incorrectly?,,The hard taken will be suspended and may be activated again through the nearest branch.,TRUE,,
Retail - What are the currencies allowed to be dealt with through Al-Ahly Net service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.currenc.enabl,FAQ: Retail - What are the currencies enabled via Al Ahly Net?,,"In case of own account transfers, you can transfer funds in the same currency whether a local or foreign currency. You can also convert your funds in any foreign currency to EGP.  However, in case of internal or domestic transfers, only transfers in the local currency are allowed.",TRUE,,
Retail - What are the currencies enabled via Al Ahly Net?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.currenc.enabl,FAQ: Retail - What are the currencies enabled via Al Ahly Net?,,"In case of own account transfers, you can transfer funds in the same currency whether a local or foreign currency. You can also convert your funds in any foreign currency to EGP.  However, in case of internal or domestic transfers, only transfers in the local currency are allowed.",TRUE,,
Retail - Can I add new categories for the classification of my transactions?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.add.new.categori.classif.transact,FAQ: Retail - Can I add new categories for the classification of my transactions?,,"Yes, you can add up to 7 new categories and 9 sub-categories for each main category through Manage Budgets.",TRUE,,
Retail - Can I add new categories to classify my transactions?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.add.new.categori.classif.transact,FAQ: Retail - Can I add new categories for the classification of my transactions?,,"Yes, you can add up to 7 new categories and 9 sub-categories for each main category through Manage Budgets.",TRUE,,
What is the maximum tenor for personal loan?,ANS.FAQs.personal.loan.max.tenor,FAQ: What is the maximum tenor for personal loan?,,"Personal Loan tenor reaches 12 years according to the customer's segment. 
For more information, Click here.",TRUE,,
What is the maximum repayment period for cash financing?,ANS.FAQs.personal.loan.max.tenor,FAQ: What is the maximum tenor for personal loan?,,"Personal Loan tenor reaches 12 years according to the customer's segment. 
For more information, Click here.",TRUE,,
What happens if I miss a payment on my auto loan?,NBE.Core.Loans,Loans,,,TRUE,,
Can I apply for a personal loan online?,NBE.Core.Loans,Loans,,,TRUE,,
What documents do I need to apply for a car loan?,NBE.Core.Loans,Loans,,,TRUE,,
How can I apply for an auto loan?,NBE.Core.Loans,Loans,,,TRUE,,
retail loans,NBE.Core.Loans,Loans,,,TRUE,,
What are the interest rates for personal loans?,NBE.Core.Loans,Loans,,,TRUE,,
How long does it take to get approved for an auto loan?,NBE.Core.Loans,Loans,,,TRUE,,
loans,NBE.Core.Loans,Loans,,,TRUE,,
Can I get a car loan with bad credit?,NBE.Core.Loans,Loans,,,TRUE,,
How much can I borrow with a personal loan?,NBE.Core.Loans,Loans,,,TRUE,,
Can you tell me about the initiatives taken by CBE?,NBE.Core.Loans,Loans,,,TRUE,,
What documents are required for a personal loan?,NBE.Core.Loans,Loans,,,TRUE,,
What are the eligibility criteria for a personal loan?,NBE.Core.Loans,Loans,,,TRUE,,
Can I get pre-approved for an auto loan?,NBE.Core.Loans,Loans,,,TRUE,,
What are the requirements for a car loan?,NBE.Core.Loans,Loans,,,TRUE,,
Can I prepay my personal loan?,NBE.Core.Loans,Loans,,,TRUE,,
How long does it take to get a personal loan approved?,NBE.Core.Loans,Loans,,,TRUE,,
How has CBE contributed to promoting digital financial services in Egypt?,NBE.Core.Loans,Loans,,,TRUE,,
What are the interest rates for auto loans?,NBE.Core.Loans,Loans,,,TRUE,,
What is the interest rate for a car loan?,NBE.Core.Loans,Loans,,,TRUE,,
Can I use the auto loan to buy a used car?,NBE.Core.Loans,Loans,,,TRUE,,
Can I refinance my car loan?,NBE.Core.Loans,Loans,,,TRUE,,
What is the maximum amount I can borrow for an auto loan?,NBE.Core.Loans,Loans,,,TRUE,,
How long is the term for a car loan?,NBE.Core.Loans,Loans,,,TRUE,,
I want a loan,NBE.Core.Loans,Loans,,,TRUE,,
What are the initiatives of CBE for improving financial inclusion?,NBE.Core.Loans,Loans,,,TRUE,,
Can I make extra payments on my auto loan?,NBE.Core.Loans,Loans,,,TRUE,,
How much can I borrow for a car loan?,NBE.Core.Loans,Loans,,,TRUE,,
How can I apply for a personal loan?,NBE.Core.Loans,Loans,,,TRUE,,
What documents do I need to apply for an auto loan?,NBE.Core.Loans,Loans,,,TRUE,,
Can I get an auto loan with bad credit?,NBE.Core.Loans,Loans,,,TRUE,,
I need a loan,NBE.Core.Loans,Loans,,,TRUE,,
Can you give me more information about CBE's initiatives to support SMEs?,NBE.Core.Loans,Loans,,,TRUE,,
What is the repayment period for a personal loan?,NBE.Core.Loans,Loans,,,TRUE,,
What is the repayment period for auto loans?,NBE.Core.Loans,Loans,,,TRUE,,
Do I need a down payment for a car loan?,NBE.Core.Loans,Loans,,,TRUE,,
Can you tell me more about CBE's efforts to promote green financing in the country?,NBE.Core.Loans,Loans,,,TRUE,,
How can I apply for a car loan?,NBE.Core.Loans,Loans,,,TRUE,,
how to get loan,NBE.Core.Loans,Loans,,,TRUE,,
What happens if I can't make my car loan payments on time?,NBE.Core.Loans,Loans,,,TRUE,,
Can I get a personal loan without collateral?,NBE.Core.Loans,Loans,,,TRUE,,
What are the initiatives of CBE to improve financial education in Egypt?,NBE.Core.Loans,Loans,,,TRUE,,
Corp - To whom is the corporate direct debit card issued?,ANS.FAQs.corp.debit.cards.elig.corp,FAQ: Corp - Who is eligible for corporate debit cards?,,NBE's customers who are SME owners as well as NBE merchants with respect to e-payments are eligible for corporate debit cards. The card is linked to local currency current accounts with a single signature only.,TRUE,,
